No,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,MarketCap_Num,PE_Num,Change_Num,Volume_Num,Cap_Category,Is_Gainer,Is_Loser,Abs_Change,Log_Volume,Log_MarketCap,Price_Band,Change_ZScore
258,AHRT,AH Realty Trust Inc,Real Estate,REIT - Diversified,USA,454.78M,-,5.67,5.00%,"1,855,178",454780000.0,,5.0,1855178,Small Cap,True,False,5.0,14.43349174532511,19.935324345698785,Very Low,1.1663218993355136
259,AHT,Ashford Hospitality Trust Inc,Real Estate,REIT - Hotel & Motel,USA,16.77M,-,2.59,-3.00%,"19,450",16770000.0,,-3.0,19450,Micro Cap,False,True,3.0,9.875653761606692,16.63510219342968,Penny,-0.8302377095021296
260,AHYB,American Century Select High Yield ETF,Financial,Exchange Traded Fund,USA,-,-,46.21,0.08%,"19,347",,,0.08,19347,Unknown,True,False,0.08,9.870344333942874,,Low,-0.061562260099637056
261,AI,C3.ai Inc,Technology,Software - Infrastructure,USA,1.26B,-,8.64,2.01%,"3,739,057",1260000000.0,,2.01,3739057,Small Cap,True,False,2.01,15.134344266007968,20.95437755870345,Very Low,0.4201077455324443
262,AIA,iShares Asia 50 ETF,Financial,Exchange Traded Fund,USA,-,-,105.62,-1.66%,"140,159",,,-1.66,140159,Unknown,False,True,1.66,11.85053990617022,,High,-0.4958139750218244
263,AIB,BlockchAIn Digital Infrastructure Inc,Technology,Software - Infrastructure,USA,114.96M,-,1.16,16.00%,"561,009",114960000.0,,16.0,561009,Micro Cap,True,False,16.0,13.237494009657908,18.56009480843372,Penny,3.9115913614872726
264,AIBD,Direxion Daily AI and Big Data Bear 2X ETF,Financial,Exchange Traded Fund,USA,-,-,9.52,-1.46%,"34,552",,,-1.46,34552,Unknown,False,True,1.46,10.450249656106424,,Very Low,-0.44589998480088333
265,AIBU,Direxion Daily AI and Big Data Bull 2X ETF,Financial,Exchange Traded Fund,USA,-,-,37.73,1.76%,"2,959",,,1.76,2959,Unknown,True,False,1.76,7.992944547318106,,Low,0.357715257756268
266,AIDX,20/20 Biolabs Inc,Healthcare,Medical Devices,USA,9.96M,-,1.83,-2.66%,"57,068",9960000.0,,-2.66,57068,Micro Cap,False,True,2.66,10.95201634103625,16.11408772996238,Penny,-0.7453839261265298
267,AIEQ,Amplify AI Powered Equity ETF,Financial,Exchange Traded Fund,USA,-,-,43.6,0.12%,"2,670",,,0.12,2670,Unknown,True,False,0.12,7.890208213109961,,Low,-0.051579462055448846
268,AIFD,TCW Artificial Intelligence ETF,Financial,Exchange Traded Fund,USA,-,-,39.82,0.86%,"6,986",,,0.86,6986,Unknown,True,False,0.86,8.85180655855245,,Low,0.13310230176203314
269,AIFF,Firefly Neuroscience Inc,Technology,Software - Application,USA,31.36M,-,2.12,-5.36%,"974,442",31360000.0,,-5.36,974442,Micro Cap,False,True,5.36,13.789621304684935,17.261043785334238,Penny,-1.4192227941092344
270,AIFU,AIFU Inc,Financial,Insurance Brokers,China,170.77M,-,1.47,6.67%,"2,015",170770000.0,,6.67,2015,Micro Cap,True,False,6.67,7.60887062919126,18.955828185719252,Penny,1.5831037176803715
271,AIG,American International Group Inc,Financial,Insurance - Diversified,USA,40.47B,13.92,75.42,-0.19%,"2,294,433",40470000000.0,13.92,-0.19,2294433,Large Cap,False,True,0.19,14.645996747966624,24.423826795858893,Mid,-0.1289461468979075
272,AIHS,Senmiao Technology Ltd,Industrials,Rental & Leasing Services,China,5.33M,-,1.17,2.63%,"45,023",5330000.0,,2.63,45023,Micro Cap,True,False,2.63,10.714950959914116,15.48886198375927,Penny,0.5748411152173617
273,AII,American Integrity Insurance Group Inc,Financial,Insurance - Property & Casualty,USA,375.72M,0.06,19.19,1.43%,"65,356",375720000.0,0.06,1.43,65356,Small Cap,True,False,1.43,11.08761982884766,19.744354745752144,Very Low,0.27535717389171516
274,AIIA,AI Infrastructure Acquisition Corp,Financial,Shell Companies,USA,193.67M,-,10.04,0.00%,12,193670000.0,,0.0,12,Micro Cap,False,False,0.0,2.5649493574615367,19.081666242867335,Very Low,-0.08152785618801349
275,AIIO,Robo.ai Inc,Consumer Cyclical,Auto Manufacturers,United Arab Emirates,25.92M,-,0.07,-22.65%,"5,558,029",25920000.0,,-22.65,5558029,Micro Cap,False,True,22.65,15.530754286895064,17.070525468028595,Penny,-5.73428724870959
276,AIM,AIM ImmunoTech Inc,Healthcare,Biotechnology,USA,4.85M,-,0.6,8.18%,"194,431",4850000.0,,8.18,194431,Micro Cap,True,False,8.18,12.17783776651539,15.394489469099211,Penny,1.9599543438484766
277,AIMD,Ainos Inc,Technology,Scientific & Technical Instruments,USA,10.46M,-,1.44,0.00%,"4,886",10460000.0,,0.0,4886,Micro Cap,False,False,0.0,8.494333897270154,16.163069112203342,Penny,-0.08152785618801349
278,AIMS,Acuitas Small Cap Active ETF,Financial,Exchange Traded Fund,USA,-,-,24.04,0.47%,"1,989",,,0.47,1989,Unknown,True,False,0.47,7.595889917718538,,Low,0.03577002083119803
279,AIN,Albany International Corp,Consumer Cyclical,Textile Manufacturing,USA,1.48B,-,52.26,-3.11%,"245,311",1480000000.0,,-3.11,245311,Small Cap,False,True,3.11,12.410286148740227,21.11530792539811,Mid,-0.8576904041236473
280,AINP,Allspring Income Plus ETF,Financial,Exchange Traded Fund,USA,-,-,24.91,0.15%,539,,,0.15,539,Unknown,True,False,0.15,6.29156913955832,,Low,-0.044092363522307686
281,AINT,FINQ DOLLAR NEUTRAL U.S. Large Cap AI-Managed Equity ETF,Financial,Exchange Traded Fund,USA,-,-,24.84,0.20%,6,,,0.2,6,Unknown,True,False,0.2,1.9459101490553132,,Low,-0.03161386596707241
282,AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,Financial,Closed-End Fund - Equity,USA,750.58M,5.17,21.8,-0.23%,"53,271",750580000.0,5.17,-0.23,53271,Small Cap,False,True,0.23,10.883166143790458,20.436356800292117,Low,-0.13892894494209573
283,AIOO,AllianzIM U.S. Equity Buffer100 Protection ETF,Financial,Exchange Traded Fund,USA,-,-,25.7,0.08%,"24,896",,,0.08,24896,Unknown,True,False,0.08,10.122502593266558,,Low,-0.061562260099637056
284,AIOS,AIOS Tech Inc,Technology,Information Technology Services,China,2.55M,-,0.55,-2.38%,"128,628",2550000.0,,-2.38,128628,Micro Cap,False,True,2.38,11.76468757080636,14.751604309291395,Penny,-0.6755043398172123
285,AIOT,PowerFleet Inc,Technology,Software - Infrastructure,USA,413.17M,-,3.08,1.32%,"1,773,575",413170000.0,,1.32,1773575,Small Cap,True,False,1.32,14.388508405392955,19.83936969092844,Penny,0.24790447927019763
286,AIP,Arteris Inc,Technology,Semiconductors,USA,827.50M,-,18.2,3.70%,"428,823",827500000.0,,3.7,428823,Small Cap,True,False,3.7,12.968801857321713,20.53391966642395,Very Low,0.8418809628993965
287,AIPI,REX AI Equity Premium Income ETF,Financial,Exchange Traded Fund,USA,-,-,34.21,0.38%,"83,229",,,0.38,83229,Unknown,True,False,0.38,11.32936313874014,,Low,0.013308725231774553
288,AIPO,Defiance AI & Power Infrastructure ETF,Financial,Exchange Traded Fund,USA,-,-,25.44,0.16%,"155,059",,,0.16,155059,Unknown,True,False,0.16,11.95156741777295,,Low,-0.04159666401126063
289,AIQ,Global X Artificial Intelligence & Technology ETF,Financial,Exchange Traded Fund,USA,-,-,47.27,-0.15%,"1,661,318",,,-0.15,1661318,Unknown,False,True,0.15,14.323122423135752,,Low,-0.1189633488537193
290,AIR,AAR Corp,Industrials,Aerospace & Defense,USA,4.37B,24.17,109.78,-1.43%,"410,229",4370000000.0,24.17,-1.43,410229,Mid Cap,False,True,1.43,12.92447325700225,22.198028846282742,High,-0.43841288626774216
291,AIRE,reAlpha Tech Corp,Real Estate,Real Estate Services,USA,32.99M,-,0.25,-1.77%,"1,024,802",32990000.000000004,,-1.77,1024802,Micro Cap,False,True,1.77,13.840010956960844,17.31171507351698,Penny,-0.5232666696433421
292,AIRG,Airgain Inc,Technology,Communication Equipment,USA,66.50M,-,5.44,3.42%,"68,189",66500000.0,,3.42,68189,Micro Cap,True,False,3.42,11.130053205514699,18.012712520663676,Very Low,0.772001376590079
293,AIRI,Air Industries Group,Industrials,Aerospace & Defense,USA,15.44M,-,3.23,-0.31%,"50,250",15440000.0,,-0.31,50250,Micro Cap,False,True,0.31,10.824785726220822,16.552472167327743,Penny,-0.15889454103047218
294,AIRJ,AirJoule Technologies Corp,Industrials,Building Products & Equipment,USA,183.44M,-,2.68,3.47%,"424,446",183440000.0,,3.47,424446,Micro Cap,True,False,3.47,12.95854242417082,19.027398201965298,Penny,0.7844798741453142
295,AIRO,AIRO Group Holdings Inc,Industrials,Aerospace & Defense,USA,273.80M,-,8.71,5.96%,"637,330",273800000.0,,5.96,637330,Micro Cap,True,False,5.96,13.365044422830806,19.427908474470925,Very Low,1.4059090523960307
296,AIRR,First Trust RBA American Industrial Renaissance ETF,Financial,Exchange Traded Fund,USA,-,-,112.87,-0.26%,"517,569",,,-0.26,517569,Unknown,False,True,0.26,13.156900060674564,,High,-0.1464160434752369
297,AIRS,Airsculpt Technologies Inc,Healthcare,Medical Care Facilities,USA,223.63M,-,3.17,16.12%,"3,424,707",223630000.0,,16.12,3424707,Micro Cap,True,False,16.12,15.046526770569555,19.22550346287457,Penny,3.9415397556198375
298,AIRT,Air T Inc,Industrials,Conglomerates,USA,58.65M,-,21.7,1.69%,"1,735",58650000.0,,1.69,1735,Micro Cap,True,False,1.69,7.459338895220296,17.887098150114056,Low,0.3402453611789386
299,AIS,VistaShares Artificial Intelligence Supercycle ETF,Financial,Exchange Traded Fund,USA,-,-,43.33,0.12%,"81,978",,,0.12,81978,Unknown,True,False,0.12,11.314218395886835,,Low,-0.051579462055448846
300,AISP,Airship AI Holdings Inc,Technology,Software - Infrastructure,USA,77.34M,3.11,2.25,-0.88%,"400,855",77340000.0,3.11,-0.88,400855,Micro Cap,False,True,0.88,12.901357539551666,18.163721857073345,Penny,-0.30114941316015426
301,AIT,Applied Industrial Technologies Inc,Industrials,Industrial Distribution,USA,9.96B,25.42,267.12,-0.83%,"139,688",9960000000.0,25.42,-0.83,139688,Mid Cap,False,True,0.83,11.847173801987404,23.02184290864332,Very High,-0.2886709156049189
302,AIUP,FINQ FIRST U.S. Large Cap AI-Managed Equity ETF,Financial,Exchange Traded Fund,USA,-,-,23.88,0.38%,207,,,0.38,207,Unknown,True,False,0.38,5.337538079701318,,Low,0.013308725231774553
303,AIV,Apartment Investment & Management Co,Real Estate,REIT - Residential,USA,582.67M,-,4.05,0.75%,"1,396,499",582670000.0,,0.75,1396499,Small Cap,True,False,0.75,14.149479664367368,20.183131548035316,Penny,0.10564960714051554
304,AIVC,Amplify Bloomberg AI Value Chain ETF,Financial,Exchange Traded Fund,USA,-,-,71.25,0.58%,"1,948",,,0.58,1948,Unknown,True,False,0.58,7.575071699507561,,Mid,0.06322271545271561
305,AIVI,WisdomTree International AI Enhanced Value Fund,Financial,Exchange Traded Fund,USA,-,-,54.57,-0.42%,"1,607",,,-0.42,1607,Unknown,False,True,0.42,7.382746449738912,,Mid,-0.18634723565198974
306,AIVL,WisdomTree U.S. AI Enhanced Value Fund,Financial,Exchange Traded Fund,USA,-,-,117.4,0.51%,467,,,0.51,467,Unknown,True,False,0.51,6.148468295917647,,High,0.04575281887538625
307,AIXC,AIxCrypto Holdings Inc,Technology,Software - Infrastructure,USA,25.90M,-,1.28,3.23%,"21,617",25900000.0,,3.23,21617,Micro Cap,True,False,3.23,9.981281579976148,17.069753565279804,Penny,0.7245830858801848
308,AIXI,Xiao-I Corp ADR,Technology,Software - Application,China,1.76M,-,0.13,33.10%,"218,493,016",1760000.0,,33.1,218493016,Micro Cap,True,False,33.1,19.202264613179157,14.38082493519599,Penny,8.179237525377735
309,AIYY,YieldMax AI Option Income Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,9.84,-1.70%,"30,713",,,-1.7,30713,Unknown,False,True,1.7,10.332473855685638,,Very Low,-0.5057967730660127
310,AIZ,Assurant Inc,Financial,Insurance - Property & Casualty,USA,10.85B,12.83,218.26,0.89%,"288,398",10850000000.0,12.83,0.89,288398,Large Cap,True,False,0.89,12.57210021698054,23.107430917025045,Very High,0.1405894002951743
311,AJAN,Innovator Equity Defined Protection ETF - 2 Yr to January 2028,Financial,Exchange Traded Fund,USA,-,-,27.69,0.07%,"9,618",,,0.07,9618,Unknown,True,False,0.07,9.171495588152615,,Low,-0.06405795961068411
312,AJG,Arthur J. Gallagher & Co,Financial,Insurance Brokers,USA,55.95B,37.86,217.61,0.59%,"1,730,654",55950000000.0,37.86,0.59,1730654,Large Cap,True,False,0.59,14.364010507535015,24.74772427172222,Very High,0.06571841496376267
313,AJUL,Innovator Equity Defined Protection ETF - 2 Yr to July 2026,Financial,Exchange Traded Fund,USA,-,-,29.1,0.09%,"6,095",,,0.09,6095,Unknown,True,False,0.09,8.715388097366482,,Low,-0.05906656058859001
314,AKA,a.k.a. Brands Holding Corp,Consumer Cyclical,Apparel Retail,USA,113.44M,-,10.49,3.84%,"2,778",113440000.0,,3.84,2778,Micro Cap,True,False,3.84,7.929846429742503,18.546784629563323,Very Low,0.8768207560540552
315,AKAF,The Frontier Economic Fund,Financial,Exchange Traded Fund,USA,-,-,31.15,0.27%,13,,,0.27,13,Unknown,True,False,0.27,2.6390573296152584,,Low,-0.014143969389743036
316,AKAM,Akamai Technologies Inc,Technology,Software - Infrastructure,USA,17.10B,38.37,118.0,1.94%,"4,114,254",17100000000.000002,38.37,1.94,4114254,Large Cap,True,False,1.94,15.229968330745217,23.562344300513505,High,0.40263784895511495
317,AKAN,Akanda Corp,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,1.38M,-,0.69,-0.99%,"88,962",1380000.0,,-0.99,88962,Micro Cap,False,True,0.99,11.395975831937383,14.137594781770806,Penny,-0.3286021077816718
318,AKBA,Akebia Therapeutics Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,369.67M,-,1.38,-2.13%,"1,876,856",369670000.0,,-2.13,1876856,Small Cap,False,True,2.13,14.445109127264153,19.728121276443545,Penny,-0.6131118520410359
319,AKO-A,Embotelladora Andina S.A. ADR,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.97B,14.35,25.0,12.71%,"2,247",1970000000.0,14.35,12.71,2247,Small Cap,True,False,12.71,7.717796211013582,21.401299380203923,Low,3.0905062223527917
320,AKO-B,Embotelladora Andina S.A. ADR,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.02B,13.38,25.64,-1.63%,"6,275",2020000000.0,13.38,-1.63,6275,Mid Cap,False,True,1.63,8.744488113852924,21.426363348854576,Low,-0.4883268764886832
321,AKR,Acadia Realty Trust,Real Estate,REIT - Retail,USA,2.59B,206.38,19.42,0.88%,"1,367,588",2590000000.0,206.38,0.88,1367588,Mid Cap,True,False,0.88,14.128559893427425,21.67492371304396,Very Low,0.13809370078412725
322,AKRE,Akre Focus ETF,Financial,Exchange Traded Fund,USA,-,-,52.92,0.42%,"508,748",,,0.42,508748,Unknown,True,False,0.42,13.139710050135044,,Mid,0.02329152327596276
323,AKTS,Aktis Oncology Inc,Healthcare,Biotechnology,USA,927.56M,-,17.37,1.76%,"380,427",927560000.0,,1.76,380427,Small Cap,True,False,1.76,12.849052213674288,20.648068041458608,Very Low,0.357715257756268
324,AKTX,Akari Therapeutics Plc ADR,Healthcare,Biotechnology,USA,202.36M,-,4.47,-3.87%,"5,577",202360000.0,,-3.87,5577,Micro Cap,False,True,3.87,8.626585568187433,19.125558852329696,Penny,-1.0473635669632233
325,AL,Air Lease Corp,Industrials,Rental & Leasing Services,USA,7.28B,6.98,64.95,0.00%,"3,049,147",7280000000.0,6.98,0.0,3049147,Mid Cap,False,False,0.0,14.930372765297424,22.70839669929237,Mid,-0.08152785618801349
326,ALAB,Astera Labs Inc,Technology,Semiconductors,USA,19.94B,96.10,117.14,10.17%,"4,481,088",19940000000.0,96.1,10.17,4481088,Large Cap,True,False,10.17,15.315376655209068,23.715993601530254,High,2.45659854654684
327,ALAI,Alger AI Enablers & Adopters ETF,Financial,Exchange Traded Fund,USA,-,-,33.7,0.27%,"178,871",,,0.27,178871,Unknown,True,False,0.27,12.094425745229639,,Low,-0.014143969389743036
328,ALAR,Alarum Technologies Ltd ADR,Technology,Software - Infrastructure,Israel,45.38M,47.28,6.25,3.14%,"17,167",45380000.0,47.28,3.14,17167,Micro Cap,True,False,3.14,9.75080246487048,17.630582059352108,Very Low,0.7021217902807614
329,ALB,Albemarle Corp,Basic Materials,Specialty Chemicals,USA,20.99B,-,178.09,-0.21%,"1,145,781",20990000000.0,,-0.21,1145781,Large Cap,False,True,0.21,13.951597931285304,23.767311970826594,High,-0.13393754592000162
330,ALBG,Leverage Shares 2X Long ALB Daily ETF,Financial,Exchange Traded Fund,USA,-,-,14.83,-0.17%,"2,037",,,-0.17,2037,Unknown,False,True,0.17,7.61972421378267,,Very Low,-0.12395474787581341
331,ALBT,Avalon GloboCare Corp,Real Estate,Real Estate Services,USA,4.65M,-,0.58,9.06%,"255,842",4650000.0,,9.06,255842,Micro Cap,True,False,9.06,12.45231925407783,15.35237799261728,Penny,2.179575900820617
332,ALC,Alcon Inc,Healthcare,Medical Instruments & Supplies,Switzerland,36.34B,37.75,74.56,-1.26%,"1,279,801",36340000000.0,37.75,-1.26,1279801,Large Cap,False,True,1.26,14.062215936430455,24.316184899941955,Mid,-0.39598599457994227
333,ALCO,Alico Inc,Consumer Defensive,Farm Products,USA,322.80M,-,42.16,2.31%,"38,284",322800000.0,,2.31,38284,Small Cap,True,False,2.31,10.552813453547223,19.59254349745796,Low,0.49497873086385596
334,ALCY,Alchemy Investments Acquisition Corp 1,Financial,Shell Companies,USA,49.99M,-,11.88,0.17%,754,49990000.0,,0.17,754,Micro Cap,True,False,0.17,6.626717749249025,17.727333563393753,Very Low,-0.039100964500213574
335,ALDF,Aldel Financial II Inc,Financial,Shell Companies,USA,315.71M,40.31,10.56,0.00%,0,315710000.0,40.31,0.0,0,Small Cap,False,False,0.0,0.0,19.570334631835454,Very Low,-0.08152785618801349
336,ALDX,Aldeyra Therapeutics Inc,Healthcare,Biotechnology,USA,99.90M,-,1.66,-1.19%,"1,805,456",99900000.0,,-1.19,1805456,Micro Cap,False,True,1.19,14.406324303298621,18.41968025362879,Penny,-0.3785160980026129
337,ALEC,Alector Inc,Healthcare,Biotechnology,USA,265.97M,-,2.41,-4.74%,"1,316,688",265970000.00000003,,-4.74,1316688,Micro Cap,False,True,4.74,14.090630810090659,19.398894082190544,Penny,-1.264489424424317
338,ALF,Centurion Acquisition Corp,Financial,Shell Companies,USA,388.15M,33.06,10.8,0.37%,"3,215",388150000.0,33.06,0.37,3215,Small Cap,True,False,0.37,8.075893630298857,19.776902423392286,Very Low,0.010813025720727497
339,ALG,Alamo Group Inc,Industrials,Farm & Heavy Construction Machinery,USA,2.04B,19.57,168.2,-1.06%,"136,790",2040000000.0,19.57,-1.06,136790,Mid Cap,False,True,1.06,11.82620949253268,21.436215645292734,High,-0.3460720043590012
340,ALGM,Allegro Microsystems Inc,Technology,Semiconductors,USA,6.04B,-,32.6,-2.10%,"1,312,879",6040000000.0,,-2.1,1312879,Mid Cap,False,True,2.1,14.08773375535351,22.521669849058696,Low,-0.6056247535078949
341,ALGN,"Align Technology, Inc",Healthcare,Medical Instruments & Supplies,USA,12.16B,30.15,170.6,-1.23%,"1,081,303",12160000000.0,30.15,-1.23,1081303,Large Cap,False,True,1.23,13.893678278177688,23.22141771356667,High,-0.3884988960468011
342,ALGS,Aligos Therapeutics Inc,Healthcare,Biotechnology,USA,49.32M,-,7.97,2.97%,"39,566",49320000.0,,2.97,39566,Micro Cap,True,False,2.97,10.585750716493994,17.713840256536166,Very Low,0.6596948985929615
343,ALGT,Allegiant Travel,Industrials,Airlines,USA,1.53B,-,82.83,-0.34%,"433,280",1530000000.0,,-0.34,433280,Small Cap,False,True,0.34,12.979141757239695,21.14853357300435,Mid,-0.16638163956361335
344,ALH,Alliance Laundry Holdings Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,4.23B,-,21.36,-0.47%,"1,249,935",4230000000.0000005,,-0.47,1249935,Mid Cap,False,True,0.47,14.03860290796772,22.165467830241006,Low,-0.19882573320722502
345,ALHC,Alignment Healthcare Inc,Healthcare,Healthcare Plans,USA,3.83B,-,18.76,5.10%,"2,728,173",3830000000.0,,5.1,2728173,Mid Cap,True,False,5.1,14.819143078902643,22.06613064040006,Very Low,1.191278894445984
346,ALIL,Argent Focused Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,28.07,0.05%,383,,,0.05,383,Unknown,True,False,0.05,5.950642552587727,,Low,-0.06904935863277822
347,ALIS,Calisa Acquisition Corp,Financial,Shell Companies,USA,84.36M,-,10.03,0.10%,13,84360000.0,,0.1,13,Micro Cap,True,False,0.1,2.6390573296152584,18.250603925428805,Very Low,-0.05657086107754295
348,ALIT,Alight Inc,Technology,Software - Application,USA,294.40M,-,0.55,-4.64%,"18,714,166",294400000.0,,-4.64,18714166,Micro Cap,False,True,4.64,16.74479138857854,19.500449948215735,Penny,-1.2395324293138463
349,ALK,Alaska Air Group Inc,Industrials,Airlines,USA,4.28B,42.64,37.33,-0.85%,"4,077,491",4280000000.0000005,42.64,-0.85,4077491,Mid Cap,False,True,0.85,15.22099265148887,22.177218846773762,Low,-0.29366231462701303
350,ALKS,Alkermes plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,5.81B,24.32,34.84,-0.60%,"2,485,560",5810000000.0,24.32,-0.6,2485560,Mid Cap,False,True,0.6,14.72600894656131,22.482846407982347,Low,-0.23126982685083672
351,ALKT,Alkami Technology Inc,Technology,Software - Application,USA,1.76B,-,16.56,3.44%,"1,237,420",1760000000.0,,3.44,1237420,Small Cap,True,False,3.44,14.028539933003387,21.288579646564653,Very Low,0.776992775612173
352,ALL,Allstate Corp,Financial,Insurance - Property & Casualty,USA,53.73B,5.42,207.03,1.44%,"1,382,881",53730000000.0,5.42,1.44,1382881,Large Cap,True,False,1.44,14.139680285242505,24.707237341705753,Very High,0.2778528734027622
353,ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,12.15B,18.96,141.06,-2.15%,"816,621",12150000000.0,18.96,-2.15,816621,Large Cap,False,True,2.15,13.612931598479484,23.220595006815273,High,-0.6181032510631301
354,ALLO,Allogene Therapeutics Inc,Healthcare,Biotechnology,USA,604.57M,-,2.48,-3.12%,"4,299,094",604570000.0,,-3.12,4299094,Small Cap,False,True,3.12,15.27391509339662,20.220028021149414,Penny,-0.8601861036346943
355,ALLR,Allarity Therapeutics Inc,Healthcare,Biotechnology,USA,18.35M,-,1.16,2.65%,"55,115",18350000.0,,2.65,55115,Micro Cap,True,False,2.65,10.917195334113794,16.725140186960765,Penny,0.5798325142394557
356,ALLT,Allot Ltd,Technology,Software - Infrastructure,Israel,344.50M,97.40,7.11,2.75%,"338,031",344500000.0,97.4,2.75,338031,Small Cap,True,False,2.75,12.730895844540015,19.657604651320746,Very Low,0.6047895093499264
357,ALLW,State Street Bridgewater All Weather ETF,Financial,Exchange Traded Fund,USA,-,-,29.1,0.45%,"421,475",,,0.45,421475,Unknown,True,False,0.45,12.951518115301154,,Low,0.030778621809103932
358,ALLY,Ally Financial Inc,Financial,Credit Services,USA,12.27B,16.92,39.84,0.18%,"2,310,746",12270000000.0,16.92,0.18,2310746,Large Cap,True,False,0.18,14.653081406846402,23.23042309575073,Low,-0.036605264989166525
359,ALM,Almonty Industries Inc,Basic Materials,Other Industrial Metals & Mining,Canada,4.31B,-,15.36,2.26%,"3,804,901",4310000000.0,,2.26,3804901,Mid Cap,True,False,2.26,15.151800793361486,22.184203741294088,Very Low,0.48250023330862063
360,ALMS,Alumis Inc,Healthcare,Biotechnology,USA,2.97B,-,23.37,2.82%,"1,412,309",2970000000.0,,2.82,1412309,Mid Cap,True,False,2.82,14.160737219680675,21.81182779009772,Low,0.6222594059272556
361,ALMU,Aeluma Inc,Technology,Semiconductors,USA,241.96M,-,13.44,4.59%,"193,617",241960000.0,,4.59,193617,Micro Cap,True,False,4.59,12.173642424709298,19.304282985335902,Very Low,1.0639982193825843
362,ALNT,Allient Inc,Technology,Electronic Components,USA,1.03B,46.01,60.54,-2.07%,"160,662",1030000000.0,46.01,-2.07,160662,Small Cap,False,True,2.07,11.987064282527449,20.752824640158828,Mid,-0.5981376549747537
363,ALNY,Alnylam Pharmaceuticals Inc,Healthcare,Biotechnology,USA,42.29B,141.27,318.85,-3.01%,"872,456",42290000000.0,141.27,-3.01,872456,Large Cap,False,True,3.01,13.679068648176617,24.467816488454453,Very High,-0.8327334090131766
364,ALOT,AstroNova Inc,Technology,Computer Hardware,USA,69.59M,-,9.11,0.66%,"160,817",69590000.0,,0.66,160817,Micro Cap,True,False,0.66,11.988028569760663,18.058131451190913,Very Low,0.08318831154109206
365,ALOV,Aldabra 4 Liquidity Opportunity Vehicle Inc,Financial,Shell Companies,USA,369.20M,-,9.84,-0.51%,"34,124",369200000.0,,-0.51,34124,Small Cap,False,True,0.51,10.437785532487261,19.72684906330153,Very Low,-0.20880853125141324
366,ALOY,REalloys Inc,Basic Materials,Other Industrial Metals & Mining,USA,549.84M,-,9.19,0.88%,"1,132,727",549840000.0,,0.88,1132727,Small Cap,True,False,0.88,13.940139440579578,20.125137886596335,Very Low,0.13809370078412725
367,ALPS,ALPS Group Inc,Healthcare,Biotechnology,Malaysia,168.06M,-,1.01,0.00%,"7,940",168060000.0,,0.0,7940,Micro Cap,False,False,0.0,8.97979449089521,18.9398316224146,Penny,-0.08152785618801349
368,ALRG,Allspring LT Large Core ETF,Financial,Exchange Traded Fund,USA,-,-,26.71,0.00%,0,,,0.0,0,Unknown,False,False,0.0,0.0,,Low,-0.08152785618801349
369,ALRM,Alarm.com Holdings Inc,Technology,Software - Application,USA,2.17B,17.73,43.67,0.85%,"267,331",2170000000.0,17.73,0.85,267331,Mid Cap,True,False,0.85,12.496246610636932,21.497993004959607,Low,0.13060660225098608
370,ALRS,Alerus Financial Corp,Financial,Banks - Regional,USA,605.56M,35.88,23.84,0.97%,"144,781",605560000.0,35.88,0.97,144781,Small Cap,True,False,0.97,11.882984441814434,20.221664209359314,Low,0.16055499638355072
371,ALSN,Allison Transmission Holdings Inc,Consumer Cyclical,Auto Parts,USA,9.69B,15.95,117.06,-1.50%,"355,307",9690000000.0,15.95,-1.5,355307,Mid Cap,False,True,1.5,12.78074029793914,22.994360262952284,High,-0.45588278284507155
372,ALT,Altimmune Inc,Healthcare,Biotechnology,USA,434.43M,-,3.34,7.05%,"2,727,750",434430000.0,,7.05,2727750,Small Cap,True,False,7.05,14.81898801811979,19.88954538727476,Penny,1.6779402991001595
373,ALTG,Alta Equipment Group Inc,Industrials,Rental & Leasing Services,USA,169.08M,-,5.24,-0.19%,"303,077",169080000.0,,-0.19,303077,Micro Cap,False,True,0.19,12.62174547710576,18.945882539577223,Very Low,-0.1289461468979075
374,ALTI,AlTi Global Inc,Financial,Asset Management,USA,560.22M,-,3.82,4.66%,"102,145",560220000.0,,4.66,102145,Small Cap,True,False,4.66,11.534158441378237,20.143840123473176,Penny,1.0814681159599138
375,ALTL,Pacer Lunt Large Cap Alternator ETF,Financial,Exchange Traded Fund,USA,-,-,44.36,0.75%,"4,002",,,0.75,4002,Unknown,True,False,0.75,8.294799358992574,,Low,0.10564960714051554
376,ALTO,Alto Ingredients Inc,Basic Materials,Specialty Chemicals,USA,360.96M,30.62,4.67,-2.51%,"1,414,263",360960000.0,30.62,-2.51,1414263,Small Cap,False,True,2.51,14.162119812396284,19.704277709604302,Penny,-0.7079484334608239
